Date,Open,High,Low,Close,Adj Close,Volume
2019-02-25,35.950001,36.580002,35.810001,35.820000,35.820000,426500
2019-02-26,35.799999,36.119999,35.209999,35.610001,35.610001,170200
2019-02-27,35.680000,36.290001,35.290001,36.240002,36.240002,208900
2019-02-28,35.000000,40.759998,34.119999,35.580002,35.580002,603900
2019-03-01,36.180000,36.419998,35.070000,35.669998,35.669998,339400
2019-03-04,35.779999,36.340000,35.220001,36.049999,36.049999,364300
2019-03-05,36.310001,36.310001,35.080002,35.180000,35.180000,333800
2019-03-06,35.150002,35.950001,34.950001,35.540001,35.540001,431000
2019-03-07,35.430000,35.430000,34.340000,34.599998,34.599998,414300
2019-03-08,34.279999,34.660000,33.650002,34.500000,34.500000,173400
2019-03-11,34.910000,35.529999,34.500000,34.900002,34.900002,201600
2019-03-12,34.970001,35.220001,34.500000,35.049999,35.049999,283200
2019-03-13,35.299999,35.380001,33.950001,33.959999,33.959999,151100
2019-03-14,33.830002,33.970001,32.709999,32.810001,32.810001,323100
2019-03-15,32.910000,33.599998,32.820000,32.939999,32.939999,397200
2019-03-18,32.930000,33.630001,32.619999,33.080002,33.080002,176200
2019-03-19,33.410000,33.650002,32.630001,32.750000,32.750000,458500
2019-03-20,32.639999,33.320000,32.000000,32.630001,32.630001,314100
2019-03-21,32.540001,33.889999,32.540001,33.220001,33.220001,209400
2019-03-22,32.910000,33.049999,30.500000,30.520000,30.520000,214900
2019-03-25,30.480000,31.400000,30.180000,30.889999,30.889999,236400
2019-03-26,31.170000,31.639999,30.680000,30.770000,30.770000,204200
2019-03-27,30.799999,31.420000,30.709999,31.110001,31.110001,173800
2019-03-28,31.290001,31.910000,31.049999,31.840000,31.840000,143700
2019-03-29,32.090000,32.660000,31.700001,32.180000,32.180000,304700
2019-04-01,32.540001,33.480000,32.540001,33.430000,33.430000,211000
2019-04-02,33.439999,33.759998,32.799999,33.320000,33.320000,172000
2019-04-03,33.599998,34.029999,33.520000,34.029999,34.029999,176300
2019-04-04,34.060001,34.990002,34.020000,34.799999,34.799999,182800
2019-04-05,34.900002,35.240002,34.230000,34.900002,34.900002,414900
2019-04-08,34.740002,35.169998,34.439999,35.150002,35.150002,80400
2019-04-09,34.930000,34.930000,33.880001,34.070000,34.070000,163100
2019-04-10,34.150002,34.520000,33.860001,34.299999,34.299999,151300
2019-04-11,34.340000,35.139999,34.200001,35.099998,35.099998,128700
2019-04-12,35.520000,35.869999,35.169998,35.709999,35.709999,147800
2019-04-15,35.750000,35.959999,34.910000,35.240002,35.240002,142400
2019-04-16,35.349998,36.330002,35.279999,36.290001,36.290001,143800
2019-04-17,36.540001,36.650002,35.980000,36.410000,36.410000,193100
2019-04-18,36.330002,36.790001,35.889999,36.490002,36.490002,147800
2019-04-22,36.369999,36.750000,35.820000,36.139999,36.139999,129100
2019-04-23,36.110001,36.709999,35.680000,36.570000,36.570000,176300
2019-04-24,36.520000,36.630001,35.340000,36.360001,36.360001,249400
2019-04-25,38.580002,38.580002,32.779999,32.910000,32.910000,698200
2019-04-26,32.639999,33.990002,32.200001,33.160000,33.160000,394200
2019-04-29,33.220001,33.439999,32.840000,32.840000,32.840000,271700
2019-04-30,32.930000,33.270000,32.799999,32.820000,32.820000,255900
2019-05-01,32.730000,33.160000,32.009998,32.070000,32.070000,413300
2019-05-02,31.870001,32.810001,31.350000,31.740000,31.740000,261300
2019-05-03,32.049999,33.099998,31.879999,33.049999,33.049999,208900
2019-05-06,32.070000,32.790001,31.900000,31.920000,31.920000,268800
2019-05-07,31.500000,31.500000,30.209999,30.719999,30.719999,258900
2019-05-08,30.340000,30.650000,30.010000,30.150000,30.150000,197300
2019-05-09,29.639999,30.219999,29.129999,29.969999,29.969999,175000
2019-05-10,29.860001,30.420000,29.219999,29.980000,29.980000,228200
2019-05-13,29.350000,29.350000,28.350000,28.570000,28.570000,192500
2019-05-14,28.590000,29.320000,28.570000,29.129999,29.129999,123800
2019-05-15,28.730000,29.420000,28.469999,29.129999,29.129999,195900
2019-05-16,29.290001,29.820000,28.910000,29.090000,29.090000,209600
2019-05-17,28.750000,28.830000,28.049999,28.090000,28.090000,216300
2019-05-20,27.700001,28.100000,27.299999,27.400000,27.400000,187500
2019-05-21,27.620001,28.389999,27.530001,28.260000,28.260000,178300
2019-05-22,28.040001,28.049999,27.520000,27.670000,27.670000,116800
2019-05-23,27.150000,27.150000,26.260000,26.600000,26.600000,206200
2019-05-24,26.930000,27.010000,26.350000,26.549999,26.549999,72500
2019-05-28,26.620001,26.620001,26.059999,26.209999,26.209999,162100
2019-05-29,25.920000,26.459999,25.590000,26.299999,26.299999,186400
2019-05-30,26.230000,26.760000,25.340000,25.500000,25.500000,184700
2019-05-31,25.010000,25.110001,24.430000,24.469999,24.469999,178700
2019-06-03,24.580000,25.129999,24.480000,24.889999,24.889999,146800
2019-06-04,25.320000,26.969999,25.320000,26.950001,26.950001,154600
2019-06-05,27.010000,27.260000,25.850000,25.900000,25.900000,216600
2019-06-06,25.600000,25.940001,24.910000,25.170000,25.170000,161300
2019-06-07,25.320000,25.840000,24.930000,25.510000,25.510000,173800
2019-06-10,25.780001,26.680000,25.780001,25.940001,25.940001,188600
2019-06-11,26.379999,26.830000,25.879999,26.020000,26.020000,270500
2019-06-12,25.950001,26.150000,25.520000,25.719999,25.719999,132400
2019-06-13,25.980000,26.770000,25.940001,26.709999,26.709999,164100
2019-06-14,26.650000,26.740000,25.840000,26.010000,26.010000,120000
2019-06-17,25.820000,26.240000,25.820000,25.950001,25.950001,217900
2019-06-18,26.320000,27.350000,26.170000,27.150000,27.150000,208800
2019-06-19,27.180000,27.660000,26.959999,27.180000,27.180000,139200
2019-06-20,27.750000,28.379999,27.610001,28.120001,28.120001,149000
2019-06-21,27.820000,28.010000,27.400000,28.000000,28.000000,212000
2019-06-24,27.900000,27.930000,27.120001,27.549999,27.549999,212100
2019-06-25,27.559999,28.280001,27.129999,28.219999,28.219999,270800
2019-06-26,28.480000,29.000000,28.049999,28.709999,28.709999,276900
2019-06-27,28.889999,30.240000,28.650000,30.219999,30.219999,186600
2019-06-28,30.230000,31.309999,30.230000,31.070000,31.070000,1034900
2019-07-01,31.330000,32.580002,31.270000,31.469999,31.469999,285200
2019-07-02,31.400000,31.650000,30.990000,31.280001,31.280001,194500
2019-07-03,31.410000,31.650000,31.190001,31.469999,31.469999,67600
2019-07-05,31.059999,31.700001,31.030001,31.690001,31.690001,102000
2019-07-08,31.500000,31.900000,30.750000,30.780001,30.780001,144000
2019-07-09,30.500000,30.580000,29.730000,30.250000,30.250000,115000
2019-07-10,30.450001,30.860001,29.740000,29.799999,29.799999,108600
2019-07-11,29.330000,29.740000,28.379999,28.940001,28.940001,164800
2019-07-12,28.900000,30.350000,28.820000,30.090000,30.090000,174000
2019-07-15,29.990000,30.129999,29.330000,29.780001,29.780001,111200
2019-07-16,29.770000,30.980000,29.559999,30.730000,30.730000,162100
2019-07-17,30.639999,30.639999,29.570000,29.700001,29.700001,184600
2019-07-18,29.650000,30.219999,29.389999,29.820000,29.820000,125800
2019-07-19,29.820000,30.299999,29.820000,30.010000,30.010000,205900
2019-07-22,30.170000,30.340000,29.049999,29.059999,29.059999,209700
2019-07-23,29.389999,30.440001,29.180000,30.219999,30.219999,147500
2019-07-24,29.920000,31.200001,29.620001,31.049999,31.049999,209000
2019-07-25,33.000000,34.599998,31.260000,32.299999,32.299999,503000
2019-07-26,32.290001,32.419998,30.809999,31.690001,31.690001,427900
2019-07-29,31.709999,32.000000,30.209999,30.719999,30.719999,213800
2019-07-30,30.270000,31.340000,30.139999,31.049999,31.049999,180100
2019-07-31,30.969999,31.459999,30.440001,30.670000,30.670000,272600
2019-08-01,30.510000,30.930000,28.950001,29.209999,29.209999,197500
2019-08-02,28.870001,28.870001,28.040001,28.459999,28.459999,252100
2019-08-05,27.830000,27.879999,26.260000,26.910000,26.910000,217500
2019-08-06,27.150000,27.370001,26.670000,27.180000,27.180000,282600
2019-08-07,26.719999,27.650000,26.469999,27.530001,27.530001,253100
2019-08-08,27.940001,28.799999,27.940001,28.639999,28.639999,138100
2019-08-09,28.450001,28.450001,27.790001,28.059999,28.059999,241200
2019-08-12,27.709999,27.709999,27.020000,27.280001,27.280001,99700
2019-08-13,26.900000,28.740000,26.799999,27.780001,27.780001,198600
2019-08-14,26.950001,27.040001,25.830000,26.110001,26.110001,256300
2019-08-15,26.280001,26.340000,25.830000,26.000000,26.000000,148800
2019-08-16,26.379999,27.719999,26.330000,27.600000,27.600000,172900
2019-08-19,28.230000,29.160000,25.830000,28.360001,28.360001,112500
2019-08-20,28.360001,28.420000,28.150000,28.209999,28.209999,257800
2019-08-21,28.709999,28.709999,28.100000,28.389999,28.389999,132100
2019-08-22,28.469999,28.930000,27.639999,28.230000,28.230000,115600
2019-08-23,28.000000,28.180000,26.370001,26.510000,26.510000,188400
2019-08-26,27.010000,27.010000,26.110001,26.330000,26.330000,139100
2019-08-27,26.660000,26.670000,25.910000,26.010000,26.010000,136200
2019-08-28,25.860001,26.990000,25.670000,26.520000,26.520000,109400
2019-08-29,26.969999,27.690001,26.969999,27.559999,27.559999,118500
2019-08-30,27.860001,27.990000,27.170000,27.440001,27.440001,109600
2019-09-03,26.980000,27.120001,25.950001,25.990000,25.990000,197000
2019-09-04,26.629999,27.719999,26.629999,27.420000,27.420000,123000
2019-09-05,27.860001,29.559999,27.799999,29.309999,29.309999,186800
2019-09-06,29.250000,29.309999,28.940001,29.170000,29.170000,92500
2019-09-09,29.219999,30.740000,29.219999,30.629999,30.629999,159100
2019-09-10,30.650000,32.610001,30.629999,32.580002,32.580002,221700
2019-09-11,32.209999,33.869999,31.340000,33.680000,33.680000,189900
2019-09-12,33.480000,34.160000,32.400002,34.060001,34.060001,242500
2019-09-13,34.610001,35.000000,33.720001,34.299999,34.299999,160900
2019-09-16,34.099998,34.630001,33.720001,34.090000,34.090000,185600
2019-09-17,33.790001,34.099998,33.290001,33.919998,33.919998,157800
2019-09-18,33.790001,34.009998,33.169998,33.450001,33.450001,210500
2019-09-19,33.480000,34.020000,33.000000,33.090000,33.090000,358000
2019-09-20,33.119999,33.330002,32.000000,32.299999,32.299999,474500
2019-09-23,31.900000,32.549999,31.719999,32.139999,32.139999,167500
2019-09-24,32.209999,32.529999,31.040001,31.200001,31.200001,321800
2019-09-25,31.090000,33.230000,31.049999,33.040001,33.040001,228700
2019-09-26,32.720001,32.889999,31.990000,32.400002,32.400002,166100
2019-09-27,32.490002,32.700001,31.799999,32.090000,32.090000,173400
2019-09-30,32.070000,32.680000,31.330000,32.290001,32.290001,145500
2019-10-01,32.599998,33.279999,31.670000,31.910000,31.910000,254000
2019-10-02,31.379999,32.340000,30.610001,32.040001,32.040001,294200
2019-10-03,31.790001,32.049999,30.860001,31.760000,31.760000,251600
2019-10-04,31.730000,32.040001,31.370001,31.990000,31.990000,141600
2019-10-07,31.670000,32.299999,31.309999,31.570000,31.570000,349100
2019-10-08,31.000000,31.000000,29.670000,29.990000,29.990000,229500
2019-10-09,30.420000,30.590000,29.799999,30.070000,30.070000,162500
2019-10-10,24.080000,24.250000,20.090000,20.420000,20.420000,2267300
2019-10-11,20.629999,21.670000,20.309999,21.469999,21.469999,1100100
2019-10-14,21.090000,21.870001,20.860001,21.559999,21.559999,422400
2019-10-15,21.620001,22.719999,21.379999,22.110001,22.110001,333700
2019-10-16,22.209999,23.139999,22.209999,22.340000,22.340000,336900
2019-10-17,22.469999,22.680000,22.200001,22.389999,22.389999,294900
2019-10-18,22.209999,22.500000,21.719999,21.910000,21.910000,198600
2019-10-21,22.260000,22.650000,21.990000,22.070000,22.070000,313700
2019-10-22,22.030001,22.160000,21.260000,21.959999,21.959999,232700
2019-10-23,21.950001,22.049999,21.209999,21.450001,21.450001,316100
2019-10-24,20.889999,22.480000,20.320000,21.990000,21.990000,515300
2019-10-25,22.090000,23.100000,22.070000,22.930000,22.930000,331700
2019-10-28,23.120001,23.650000,22.650000,22.790001,22.790001,249800
2019-10-29,22.540001,23.740000,22.510000,23.309999,23.309999,271500
2019-10-30,23.420000,25.700001,23.200001,24.040001,24.040001,655800
2019-10-31,24.020000,24.020000,22.030001,22.420000,22.420000,339500
2019-11-01,22.660000,23.830000,22.299999,23.740000,23.740000,239100
2019-11-04,24.010000,24.770000,23.879999,24.740000,24.740000,269200
2019-11-05,24.940001,25.959999,24.900000,25.420000,25.420000,340700
2019-11-06,25.129999,25.129999,24.129999,24.580000,24.580000,304800
2019-11-07,24.959999,25.330000,24.530001,24.660000,24.660000,165000
2019-11-08,24.549999,24.900000,24.309999,24.770000,24.770000,169700
2019-11-11,24.650000,24.910000,24.219999,24.389999,24.389999,191900
2019-11-12,24.420000,24.620001,24.000000,24.320000,24.320000,157300
2019-11-13,23.969999,24.400000,23.570000,23.629999,23.629999,150100
2019-11-14,23.559999,23.920000,23.270000,23.299999,23.299999,177100
2019-11-15,23.570000,23.570000,22.590000,22.760000,22.760000,262700
2019-11-18,22.719999,22.900000,22.290001,22.670000,22.670000,174400
2019-11-19,22.870001,22.940001,22.420000,22.709999,22.709999,124900
2019-11-20,22.490000,22.930000,22.049999,22.049999,22.049999,202200
2019-11-21,22.100000,22.389999,21.889999,21.990000,21.990000,155900
2019-11-22,22.180000,22.530001,21.990000,22.270000,22.270000,150400
2019-11-25,22.459999,23.219999,22.040001,23.160000,23.160000,154800
2019-11-26,23.040001,23.389999,22.799999,22.969999,22.969999,133100
2019-11-27,23.180000,23.280001,22.730000,22.920000,22.920000,159300
2019-11-29,22.830000,23.200001,22.510000,22.530001,22.530001,83000
2019-12-02,22.700001,22.809999,22.260000,22.350000,22.350000,214300
2019-12-03,21.980000,22.200001,21.700001,21.840000,21.840000,193000
2019-12-04,22.200001,22.959999,22.200001,22.330000,22.330000,216200
2019-12-05,22.570000,22.719999,22.139999,22.360001,22.360001,178800
2019-12-06,22.860001,23.350000,22.790001,22.990000,22.990000,172000
2019-12-09,23.660000,25.000000,23.660000,23.790001,23.790001,255700
2019-12-10,23.780001,23.780001,23.230000,23.580000,23.580000,256700
2019-12-11,23.809999,24.080000,23.400000,23.820000,23.820000,180600
2019-12-12,23.750000,24.770000,23.750000,24.670000,24.670000,264900
2019-12-13,24.690001,25.000000,23.959999,24.010000,24.010000,167000
2019-12-16,24.440001,24.900000,24.000000,24.110001,24.110001,164900
2019-12-17,24.190001,24.600000,24.100000,24.590000,24.590000,255700
2019-12-18,24.660000,24.709999,24.110001,24.610001,24.610001,135700
2019-12-19,24.580000,24.930000,24.580000,24.850000,24.850000,117100
2019-12-20,24.980000,24.980000,24.370001,24.570000,24.570000,444900
2019-12-23,24.629999,25.320000,24.420000,25.299999,25.299999,150200
2019-12-24,25.280001,25.430000,25.160000,25.250000,25.250000,38700
2019-12-26,25.350000,25.350000,24.639999,24.760000,24.760000,86300
2019-12-27,24.920000,25.180000,24.660000,24.750000,24.750000,136200
2019-12-30,24.750000,25.180000,24.530001,24.740000,24.740000,144800
2019-12-31,24.620001,25.440001,24.620001,25.320000,25.320000,174100
2020-01-02,25.559999,25.650000,24.370001,25.250000,25.250000,306300
2020-01-03,24.809999,24.910000,24.049999,24.309999,24.309999,267200
